Date,Open,High,Low,Close*,Adj Close**,Volume
3/22/2022,"1,920.70",1920.70,1920.70,1920.70,1920.70,26.00
3/21/2022,"1,925.40",1928.60,1925.00,1928.60,1928.60,5.00
3/18/2022,"1,934.50",1939.30,1928.20,1928.20,1928.20,28.00
3/17/2022,"1,933.90",1947.20,1933.90,1942.10,1942.10,39.00
3/16/2022,"1,922.40",1922.40,1907.20,1908.00,1908.00,104.00
3/15/2022,"1,939.80",1939.90,1910.70,1928.50,1928.50,71.00
3/14/2022,"1,976.50",1977.70,1959.60,1959.60,1959.60,145.00
3/11/2022,"1,985.00",1996.00,1959.90,1982.70,1982.70,865.00
3/10/2022,"1,978.10",2010.50,1978.10,1998.10,1998.10,670.00
3/9/2022,"2,053.60",2063.00,1980.80,1985.90,1985.90,1022.00
3/8/2022,"1,999.40",2072.00,1998.00,2040.10,2040.10,1813.00
3/7/2022,"1,989.00",2001.10,1963.00,1993.90,1993.90,2516.00
3/4/2022,"1,937.00",1970.90,1935.60,1965.10,1965.10,47.00
3/3/2022,"1,930.50",1940.30,1924.80,1934.40,1934.40,122.00
3/2/2022,"1,945.60",1948.20,1919.80,1920.90,1920.90,109.00
3/1/2022,"1,908.30",1942.40,1903.80,1942.40,1942.40,547.00
2/28/2022,"1,928.30",1928.40,1894.20,1899.40,1899.40,390.00
2/25/2022,"1,906.90",1920.00,1883.60,1886.50,1886.50,586.00
2/24/2022,"1,911.90",1972.50,1911.70,1925.10,1925.10,2706.00
2/23/2022,"1,896.60",1910.60,1895.70,1909.20,1909.20,73.00
2/22/2022,"1,908.10",1912.00,1890.80,1906.10,1906.10,173.00
2/18/2022,"1,899.40",1899.40,1890.70,1898.60,1898.60,51.00
2/17/2022,"1,876.30",1900.70,1876.20,1900.70,1900.70,393.00
2/16/2022,"1,858.70",1870.20,1856.30,1870.20,1870.20,34.00
2/15/2022,"1,872.60",1879.70,1847.40,1854.80,1854.80,86.00
2/14/2022,"1,861.80",1870.60,1854.60,1868.00,1868.00,79.00
2/11/2022,"1,822.00",1864.80,1822.00,1840.80,1840.80,181.00
2/10/2022,"1,833.30",1842.10,1820.80,1836.20,1836.20,365.00
2/9/2022,"1,825.40",1835.20,1825.30,1835.20,1835.20,683.00
2/8/2022,"1,818.90",1827.60,1815.00,1826.60,1826.60,108.00
2/7/2022,"1,812.20",1821.30,1809.10,1820.60,1820.60,601.00
2/4/2022,"1,806.00",1813.70,1792.50,1806.60,1806.60,571.00
2/3/2022,"1,805.80",1808.10,1787.90,1803.00,1803.00,466.00
2/2/2022,"1,797.80",1810.10,1795.10,1809.20,1809.20,1690.00
2/1/2022,"1,797.20",1806.10,1797.10,1800.30,1800.30,223.00
1/31/2022,"1,788.50",1798.50,1785.10,1795.00,1795.00,1735.00
1/28/2022,"1,797.50",1798.40,1778.80,1784.90,1784.90,28521.00
1/27/2022,"1,793.30",1793.30,1793.30,1793.30,1793.30,196036.00
1/26/2022,"1,829.90",1829.90,1829.90,1829.90,1829.90,55.00
1/25/2022,"1,843.00",1852.70,1842.00,1852.70,1852.70,11.00
1/24/2022,"1,837.90",1842.10,1837.90,1841.70,1841.70,8.00
1/21/2022,"1,838.00",1842.40,1828.90,1831.80,1831.80,19.00
1/20/2022,"1,840.60",1843.00,1838.20,1842.50,1842.50,20.00
1/19/2022,"1,817.40",1843.10,1817.40,1843.10,1843.10,4.00
1/18/2022,"1,816.80",1820.10,1812.30,1812.30,1812.30,900.00
1/14/2022,"1,821.50",1822.00,1816.50,1816.50,1816.50,816.00
1/13/2022,"1,819.80",1823.00,1815.40,1821.20,1821.20,40.00
1/12/2022,"1,819.00",1827.20,1816.90,1827.20,1827.20,1547.00
1/11/2022,"1,803.90",1822.50,1803.00,1818.60,1818.60,743.00
1/10/2022,"1,794.90",1798.70,1790.40,1798.40,1798.40,534.00
1/7/2022,"1,791.80",1797.00,1784.40,1797.00,1797.00,17.00
1/6/2022,"1,787.10",1791.30,1787.10,1788.70,1788.70,30.00
1/5/2022,"1,813.10",1824.60,1813.10,1824.60,1824.60,8.00
1/4/2022,"1,800.50",1815.30,1800.00,1814.00,1814.00,38.00
1/3/2022,"1,830.10",1830.10,1798.80,1799.40,1799.40,116.00
12/31/2021,"1,825.10",1827.80,1821.40,1827.50,1827.50,80.00
12/30/2021,"1,801.70",1816.00,1796.00,1812.70,1812.70,306.00
12/29/2021,"1,803.20",1805.10,1791.40,1805.10,1805.10,623.00
12/28/2021,"1,812.00",1818.00,1805.50,1810.20,1810.20,146.00
12/27/2021,"1,810.00",1812.10,1807.00,1808.10,1808.10,150.00
12/23/2021,"1,806.00",1811.20,1800.80,1811.20,1811.20,193.00
12/22/2021,"1,786.00",1805.20,1785.50,1801.60,1801.60,567.00
12/21/2021,"1,791.40",1796.50,1787.90,1787.90,1787.90,575.00
12/20/2021,"1,796.80",1799.80,1792.00,1793.70,1793.70,226.00
12/17/2021,"1,804.00",1812.90,1803.80,1803.80,1803.80,654.00
12/16/2021,"1,781.00",1798.10,1781.00,1796.60,1796.60,21.00
12/15/2021,"1,767.40",1778.70,1753.90,1762.60,1762.60,283.00
12/14/2021,"1,787.00",1787.00,1769.00,1770.40,1770.40,322.00
12/13/2021,"1,784.40",1787.10,1783.80,1786.30,1786.30,206.00
12/10/2021,"1,773.80",1785.40,1769.10,1782.90,1782.90,545.00
12/9/2021,"1,783.50",1783.50,1771.80,1774.60,1774.60,455.00
12/8/2021,"1,789.90",1789.90,1779.00,1783.40,1783.40,1383.00
12/7/2021,"1,779.50",1786.10,1772.30,1782.60,1782.60,308.00
12/6/2021,"1,780.20",1783.00,1777.20,1777.50,1777.50,381.00
12/3/2021,"1,767.50",1785.10,1766.50,1782.00,1782.00,694.00
12/2/2021,"1,780.90",1780.90,1760.60,1760.70,1760.70,1557.00
12/1/2021,"1,774.80",1790.50,1772.30,1781.60,1781.60,1128.00
11/30/2021,"1,783.90",1808.10,1768.70,1773.60,1773.60,4903.00
11/29/2021,"1,791.70",1798.90,1779.10,1782.30,1782.30,26926.00
11/26/2021,"1,791.10",1791.40,1785.30,1785.30,1785.30,186800.00
11/24/2021,"1,793.00",1793.00,1781.40,1784.10,1784.10,188.00
11/23/2021,"1,795.50",1795.50,1783.50,1783.50,1783.50,264.00
11/22/2021,"1,841.60",1841.60,1805.70,1806.00,1806.00,14.00
11/19/2021,"1,851.20",1851.20,1851.20,1851.20,1851.20,21.00
11/18/2021,"1,861.00",1861.00,1861.00,1861.00,1861.00,9.00
11/17/2021,"1,862.60",1869.70,1862.60,1869.70,1869.70,2.00
11/16/2021,"1,853.60",1853.60,1853.60,1853.60,1853.60,1.00
11/15/2021,"1,864.50",1866.90,1864.50,1866.10,1866.10,87.00
11/12/2021,"1,860.80",1867.90,1847.60,1867.90,1867.90,210.00
11/11/2021,"1,853.90",1866.50,1853.90,1863.20,1863.20,292.00
11/10/2021,"1,825.80",1865.00,1824.90,1847.60,1847.60,795.00
11/9/2021,"1,826.10",1832.70,1820.70,1830.20,1830.20,170.00
11/8/2021,"1,817.00",1827.40,1816.90,1827.40,1827.40,261.00
11/5/2021,"1,794.90",1817.10,1794.90,1816.40,1816.40,239.00
11/4/2021,"1,776.60",1798.20,1776.20,1793.00,1793.00,103.00
11/3/2021,"1,768.00",1768.00,1761.80,1763.60,1763.60,108.00
11/2/2021,"1,790.50",1795.50,1787.70,1788.70,1788.70,213.00
11/1/2021,"1,787.50",1795.10,1786.70,1795.10,1795.10,142.00
10/29/2021,"1,793.10",1797.00,1774.60,1783.00,1783.00,583.00
10/28/2021,"1,795.50",1807.30,1795.50,1801.60,1801.60,452.00
10/27/2021,"1,791.50",1798.10,1791.50,1797.90,1797.90,543.00
10/26/2021,"1,808.80",1808.80,1788.60,1792.70,1792.70,359.00
10/25/2021,"1,794.30",1809.00,1794.00,1806.00,1806.00,140.00
10/22/2021,"1,787.10",1806.90,1784.00,1795.50,1795.50,532.00
10/21/2021,"1,782.00",1785.70,1781.00,1781.20,1781.20,146.00
10/20/2021,"1,774.60",1785.60,1774.00,1784.10,1784.10,127.00
10/19/2021,"1,777.60",1785.00,1767.50,1769.70,1769.70,51.00
10/18/2021,"1,761.60",1770.10,1759.50,1764.80,1764.80,266.00
10/15/2021,"1,794.50",1795.40,1766.60,1767.20,1767.20,874.00
10/14/2021,"1,792.20",1799.90,1792.00,1796.70,1796.70,337.00
10/13/2021,"1,760.80",1794.50,1760.80,1793.70,1793.70,150.00
10/12/2021,"1,751.90",1768.00,1749.80,1758.30,1758.30,139.00
10/11/2021,"1,756.60",1757.80,1752.20,1754.60,1754.60,128.00
10/8/2021,"1,757.00",1780.00,1754.20,1756.30,1756.30,254.00
10/7/2021,"1,762.40",1762.40,1752.80,1757.90,1757.90,336.00
10/6/2021,"1,759.30",1762.90,1744.70,1760.50,1760.50,56.00
10/5/2021,"1,764.30",1764.30,1749.00,1759.60,1759.60,98.00
10/4/2021,"1,764.50",1768.90,1749.50,1766.20,1766.20,417.00
10/1/2021,"1,754.30",1762.60,1748.50,1757.00,1757.00,2220.00
9/30/2021,"1,725.50",1760.30,1724.50,1755.30,1755.30,997.00
9/29/2021,"1,732.40",1744.10,1721.40,1721.50,1721.50,6634.00
9/28/2021,"1,739.60",1741.70,1726.80,1735.80,1735.80,15748.00
9/27/2021,"1,751.70",1754.40,1747.50,1750.00,1750.00,808.00
9/24/2021,"1,749.70",1749.70,1745.00,1749.70,1749.70,76.00
9/23/2021,"1,766.80",1766.80,1738.20,1747.70,1747.70,31.00
9/22/2021,"1,776.70",1784.30,1767.00,1776.70,1776.70,17.00
9/21/2021,"1,762.20",1776.00,1759.00,1776.00,1776.00,106.00
9/20/2021,"1,751.80",1761.80,1750.90,1761.80,1761.80,185.00
9/17/2021,"1,758.80",1763.00,1749.40,1749.40,1749.40,581.00
9/16/2021,"1,792.90",1792.90,1743.90,1754.60,1754.60,1645.00
9/15/2021,"1,803.70",1803.70,1792.40,1792.40,1792.40,59.00
9/14/2021,"1,791.40",1806.20,1783.00,1804.70,1804.70,764.00
9/13/2021,"1,789.80",1796.00,1784.00,1792.00,1792.00,533.00
9/10/2021,"1,789.60",1789.60,1789.60,1789.60,1789.60,-
9/9/2021,"1,798.70",1798.70,1787.90,1797.40,1797.40,49.00
9/8/2021,"1,781.70",1790.70,1781.70,1790.70,1790.70,69.00
9/7/2021,"1,825.70",1825.70,1792.70,1795.90,1795.90,48.00
9/3/2021,"1,820.90",1833.90,1818.90,1830.90,1830.90,53.00
9/2/2021,"1,813.20",1813.90,1806.80,1808.70,1808.70,26.00
9/1/2021,"1,813.50",1815.90,1809.50,1813.10,1813.10,114.00
8/31/2021,"1,815.90",1815.90,1801.10,1815.00,1815.00,82.00
8/30/2021,"1,818.20",1820.30,1807.80,1809.00,1809.00,684.00
8/27/2021,"1,803.40",1816.60,1803.10,1816.60,1816.60,1219.00
8/26/2021,"1,787.40",1792.20,1781.00,1792.20,1792.20,61.00
8/25/2021,"1,792.00",1792.90,1784.00,1788.20,1788.20,812.00
8/24/2021,"1,801.00",1805.60,1801.00,1805.60,1805.60,22.00
8/23/2021,"1,776.80",1804.80,1776.80,1803.20,1803.20,32.00
8/20/2021,"1,784.10",1787.50,1778.20,1781.00,1781.00,235.00
8/19/2021,"1,780.00",1789.30,1775.50,1780.20,1780.20,245.00
8/18/2021,"1,787.80",1791.50,1779.00,1781.60,1781.60,263.00
8/17/2021,"1,787.70",1794.20,1780.00,1785.00,1785.00,200.00
8/16/2021,"1,776.90",1787.80,1771.90,1786.90,1786.90,219.00
8/13/2021,"1,758.30",1777.30,1757.40,1775.20,1775.20,436.00
8/12/2021,"1,749.70",1752.40,1745.50,1749.00,1749.00,739.00
8/11/2021,"1,727.30",1752.20,1727.30,1750.40,1750.40,542.00
8/10/2021,"1,728.60",1735.20,1720.10,1728.80,1728.80,1363.00
8/9/2021,"1,753.50",1753.80,1692.60,1723.40,1723.40,1621.00
8/6/2021,"1,799.80",1800.10,1758.40,1760.00,1760.00,859.00
8/5/2021,"1,810.80",1813.70,1796.00,1805.10,1805.10,588.00
8/4/2021,"1,809.30",1831.30,1806.30,1810.50,1810.50,2860.00
8/3/2021,"1,812.30",1813.50,1806.00,1810.10,1810.10,3341.00
8/2/2021,"1,812.40",1818.70,1804.80,1818.10,1818.10,1334.00
7/30/2021,"1,828.00",1830.50,1808.90,1812.60,1812.60,3100.00
7/29/2021,"1,806.60",1832.60,1806.10,1831.20,1831.20,30496.00
7/28/2021,"1,799.50",1799.50,1799.50,1799.50,1799.50,209783.00
7/27/2021,"1,803.70",1803.70,1799.50,1799.50,1799.50,1.00
7/26/2021,"1,802.50",1802.50,1797.20,1798.70,1798.70,17.00
7/23/2021,"1,800.00",1801.40,1800.00,1801.40,1801.40,1.00
7/22/2021,"1,793.60",1805.00,1793.60,1805.00,1805.00,2.00
7/21/2021,"1,807.00",1807.00,1800.00,1802.90,1802.90,135.00
7/20/2021,"1,812.90",1824.00,1810.90,1810.90,1810.90,128.00
7/19/2021,"1,803.30",1813.40,1803.30,1808.70,1808.70,33.00
7/16/2021,"1,830.10",1831.40,1814.50,1814.50,1814.50,78.00
7/15/2021,"1,831.60",1833.00,1823.40,1828.40,1828.40,99.00
7/14/2021,"1,813.10",1829.00,1813.10,1824.30,1824.30,707.00
7/13/2021,"1,808.10",1812.00,1800.60,1809.40,1809.40,78.00
7/12/2021,"1,802.60",1805.50,1799.50,1805.50,1805.50,147.00
7/9/2021,"1,803.60",1810.10,1798.80,1810.00,1810.00,218.00
7/8/2021,"1,797.00",1818.50,1797.00,1799.60,1799.60,148.00
7/7/2021,"1,798.70",1808.40,1797.20,1801.50,1801.50,244.00
7/6/2021,"1,786.70",1809.80,1786.70,1793.50,1793.50,332.00
7/2/2021,"1,778.70",1787.90,1778.30,1782.60,1782.60,23.00
7/1/2021,"1,775.70",1781.20,1768.80,1775.90,1775.90,44.00
6/30/2021,"1,761.10",1770.80,1759.20,1770.80,1770.80,51.00
6/29/2021,"1,776.80",1777.10,1752.10,1762.80,1762.80,419.00
6/28/2021,"1,779.60",1779.60,1779.60,1779.60,1779.60,888.00
6/25/2021,"1,777.70",1788.00,1775.20,1776.60,1776.60,35.00
6/24/2021,"1,778.90",1786.40,1775.60,1775.60,1775.60,78.00
6/23/2021,"1,780.70",1793.20,1780.60,1782.30,1782.30,136.00
6/22/2021,"1,783.40",1786.90,1775.90,1776.30,1776.30,101.00
6/21/2021,"1,768.80",1785.20,1766.80,1781.80,1781.80,38.00
6/18/2021,"1,775.70",1792.40,1767.90,1767.90,1767.90,354.00
6/17/2021,"1,811.80",1823.30,1769.60,1773.80,1773.80,1135.00
6/16/2021,"1,859.40",1860.10,1809.20,1859.50,1859.50,117.00
6/15/2021,"1,866.40",1867.20,1854.40,1854.50,1854.50,78.00
6/14/2021,"1,866.20",1866.60,1846.50,1864.00,1864.00,41.00
6/11/2021,"1,900.90",1902.30,1875.20,1877.40,1877.40,349.00
6/10/2021,"1,887.70",1899.80,1871.50,1894.20,1894.20,186.00
6/9/2021,"1,894.90",1897.70,1889.20,1893.20,1893.20,148.00
6/8/2021,"1,896.50",1902.90,1890.00,1892.20,1892.20,930.00
6/7/2021,"1,890.50",1899.70,1883.20,1896.80,1896.80,87.00
6/4/2021,"1,869.30",1895.50,1854.00,1889.80,1889.80,367.00
6/3/2021,"1,908.80",1908.80,1865.00,1871.20,1871.20,1021.00
6/2/2021,"1,899.20",1908.80,1896.00,1907.50,1907.50,1267.00
6/1/2021,"1,905.10",1916.20,1892.80,1902.90,1902.90,640.00
5/28/2021,"1,897.50",1905.40,1881.90,1902.50,1902.50,2415.00
5/27/2021,"1,896.80",1903.90,1888.20,1895.70,1895.70,35794.00
5/26/2021,"1,901.30",1901.30,1901.30,1901.30,1901.30,170526.00
5/25/2021,"1,882.50",1898.10,1882.50,1898.10,1898.10,56.00
5/24/2021,"1,882.10",1884.60,1882.10,1884.60,1884.60,39.00
5/21/2021,"1,872.10",1876.70,1872.10,1876.70,1876.70,5.00
5/20/2021,"1,865.50",1885.00,1864.80,1881.80,1881.80,85.00
5/19/2021,"1,866.40",1884.90,1863.60,1881.30,1881.30,348.00
5/18/2021,"1,870.50",1870.50,1867.80,1867.80,1867.80,3.00
5/17/2021,"1,849.90",1867.50,1847.20,1867.50,1867.50,13.00
5/14/2021,"1,824.50",1842.90,1824.50,1837.90,1837.90,41.00
5/13/2021,"1,814.70",1826.80,1814.10,1823.80,1823.80,100.00
5/12/2021,"1,825.20",1825.20,1821.70,1822.60,1822.60,3.00
5/11/2021,"1,837.20",1838.10,1831.60,1835.90,1835.90,420.00
5/10/2021,"1,835.60",1845.60,1835.40,1837.50,1837.50,13.00
5/7/2021,"1,842.90",1842.90,1831.10,1831.10,1831.10,2.00
5/6/2021,"1,788.90",1815.50,1787.60,1815.50,1815.50,13.00
5/5/2021,"1,781.50",1784.10,1779.20,1784.10,1784.10,57.00
5/4/2021,"1,788.20",1788.50,1774.80,1775.80,1775.80,182.00
5/3/2021,"1,788.50",1793.00,1788.50,1791.40,1791.40,18.00
4/30/2021,"1,771.80",1771.80,1763.90,1767.30,1767.30,18.00
4/29/2021,"1,781.00",1789.00,1758.60,1768.10,1768.10,196.00
4/28/2021,"1,768.20",1774.00,1764.60,1773.20,1773.20,756.00
4/27/2021,"1,780.00",1782.00,1777.70,1778.00,1778.00,117.00
4/26/2021,"1,778.00",1779.70,1770.80,1779.20,1779.20,549.00
4/23/2021,"1,786.10",1794.50,1772.00,1777.00,1777.00,332.00
4/22/2021,"1,794.20",1794.20,1779.50,1781.20,1781.20,159.00
4/21/2021,"1,783.00",1794.10,1777.70,1792.30,1792.30,250.00
4/20/2021,"1,769.30",1777.30,1765.50,1777.30,1777.30,1464.00
4/19/2021,"1,782.10",1788.50,1769.40,1769.40,1769.40,144.00
4/16/2021,"1,770.40",1779.50,1770.10,1779.00,1779.00,625.00
4/15/2021,"1,740.10",1767.90,1740.10,1765.40,1765.40,368.00
4/14/2021,"1,741.30",1745.90,1732.70,1734.90,1734.90,1037.00
4/13/2021,"1,733.80",1746.90,1722.10,1746.20,1746.20,367.00
4/12/2021,"1,740.80",1740.80,1726.70,1731.20,1731.20,40.00
4/9/2021,"1,750.80",1750.80,1733.30,1743.30,1743.30,484.00
4/8/2021,"1,736.00",1758.00,1734.60,1756.80,1756.80,1298.00
4/7/2021,"1,742.70",1742.70,1733.70,1740.10,1740.10,557.00
4/6/2021,"1,726.90",1744.80,1726.90,1741.50,1741.50,890.00
4/5/2021,"1,727.90",1729.70,1721.90,1727.00,1727.00,275.00
4/1/2021,"1,706.80",1728.80,1706.40,1726.50,1726.50,720.00
3/31/2021,"1,683.70",1713.80,1676.50,1713.80,1713.80,762.00
3/30/2021,"1,711.00",1712.60,1676.50,1683.90,1683.90,25316.00
3/29/2021,"1,712.10",1712.10,1712.10,1712.10,1712.10,135457.00
3/26/2021,"1,721.30",1732.20,1721.30,1732.20,1732.20,33.00
3/25/2021,"1,732.70",1733.20,1724.50,1724.90,1724.90,15.00
3/24/2021,"1,727.50",1732.90,1727.50,1732.90,1732.90,26.00
3/23/2021,"1,724.70",1724.70,1724.70,1724.70,1724.70,6.00
3/22/2021,"1,737.80",1737.80,1737.80,1737.80,1737.80,51.00
3/19/2021,"1,742.20",1742.20,1733.60,1741.40,1741.40,13.00
3/18/2021,"1,745.80",1750.30,1721.80,1732.20,1732.20,138.00
3/17/2021,"1,735.30",1750.10,1725.60,1726.80,1726.80,488.00
3/16/2021,"1,732.30",1733.90,1726.00,1730.60,1730.60,729.00
3/15/2021,"1,729.50",1731.90,1722.80,1728.90,1728.90,147.00
3/12/2021,"1,715.90",1722.50,1699.00,1719.50,1719.50,80.00
3/11/2021,"1,725.60",1737.50,1720.20,1722.30,1722.30,18.00
3/10/2021,"1,713.60",1722.90,1711.00,1721.50,1721.50,412.00
3/9/2021,"1,686.20",1717.50,1685.20,1716.60,1716.60,335.00
3/8/2021,"1,704.70",1705.40,1673.70,1677.70,1677.70,1290.00
3/5/2021,"1,690.60",1701.00,1685.00,1698.00,1698.00,302.00
3/4/2021,"1,706.50",1717.40,1700.20,1700.20,1700.20,521.00
3/3/2021,"1,730.00",1732.40,1703.50,1715.30,1715.30,501.00
3/2/2021,"1,709.40",1733.10,1708.70,1733.10,1733.10,867.00
3/1/2021,"1,737.10",1747.00,1720.30,1722.50,1722.50,407.00
2/26/2021,"1,768.10",1768.20,1718.80,1728.10,1728.10,1593.00
2/25/2021,"1,801.50",1802.00,1766.70,1774.40,1774.40,1049.00
2/24/2021,"1,805.80",1805.80,1796.40,1796.40,1796.40,1500.00
2/23/2021,"1,809.60",1811.30,1796.40,1804.40,1804.40,569.00
2/22/2021,"1,784.00",1807.80,1784.00,1806.70,1806.70,165.00
2/19/2021,"1,764.30",1787.60,1764.30,1775.80,1775.80,118.00
2/18/2021,"1,776.10",1784.60,1766.00,1773.40,1773.40,587.00
2/17/2021,"1,785.80",1789.70,1768.80,1771.10,1771.10,614.00
2/16/2021,"1,820.90",1823.40,1787.30,1797.20,1797.20,1141.00
2/12/2021,"1,825.00",1827.50,1809.20,1821.60,1821.60,259.00
2/11/2021,"1,840.50",1845.00,1820.90,1824.90,1824.90,602.00
2/10/2021,"1,842.60",1851.10,1837.00,1840.60,1840.60,543.00
2/9/2021,"1,841.90",1843.30,1830.70,1835.30,1835.30,184.00
2/8/2021,"1,816.30",1836.70,1809.00,1831.90,1831.90,254.00
2/5/2021,"1,794.30",1813.50,1790.90,1810.90,1810.90,1278.00
2/4/2021,"1,832.20",1832.20,1782.80,1788.90,1788.90,2375.00
2/3/2021,"1,834.80",1842.40,1829.80,1832.20,1832.20,1195.00
2/2/2021,"1,859.60",1861.30,1827.60,1830.50,1830.50,1293.00
2/1/2021,"1,866.60",1871.90,1850.00,1860.80,1860.80,1494.00
1/29/2021,"1,842.00",1876.00,1838.70,1847.30,1847.30,1634.00
1/28/2021,"1,843.40",1862.90,1831.50,1837.90,1837.90,27283.00
1/27/2021,"1,844.90",1844.90,1844.90,1844.90,1844.90,195540.00
1/26/2021,"1,855.80",1855.80,1850.70,1850.70,1850.70,59.00
1/25/2021,"1,864.70",1864.70,1851.80,1854.90,1854.90,26.00
1/22/2021,"1,854.90",1855.70,1852.70,1855.70,1855.70,8.00
1/21/2021,"1,865.30",1868.00,1865.30,1865.30,1865.30,6.00
1/20/2021,"1,847.80",1866.60,1844.40,1865.90,1865.90,16.00
1/19/2021,"1,802.00",1842.90,1802.00,1839.50,1839.50,13.00
1/15/2021,"1,829.40",1829.40,1825.00,1829.30,1829.30,31.00
1/14/2021,"1,836.70",1850.70,1836.70,1850.30,1850.30,149.00
1/13/2021,"1,858.00",1858.60,1853.60,1853.60,1853.60,189.00
1/12/2021,"1,849.00",1859.70,1839.40,1842.90,1842.90,176.00
1/11/2021,"1,826.50",1849.60,1826.50,1849.60,1849.60,20.00
1/8/2021,"1,908.00",1908.00,1834.10,1834.10,1834.10,60.00
1/7/2021,"1,922.60",1926.70,1912.00,1912.30,1912.30,122.00
1/6/2021,"1,952.00",1959.90,1901.50,1906.90,1906.90,331.00
1/5/2021,"1,941.70",1952.70,1941.30,1952.70,1952.70,113.00
1/4/2021,"1,912.20",1945.10,1912.20,1944.70,1944.70,154.00
12/31/2020,"1,897.00",1901.30,1892.70,1893.10,1893.10,127.00
12/30/2020,"1,879.90",1895.80,1877.30,1891.00,1891.00,444.00
12/29/2020,"1,881.30",1881.30,1879.70,1879.70,1879.70,343.00
12/28/2020,"1,895.50",1895.80,1873.70,1877.20,1877.20,75.00
12/24/2020,"1,877.30",1879.90,1875.70,1879.90,1879.90,46.00
12/23/2020,"1,867.00",1878.80,1864.50,1874.70,1874.70,82.00
12/22/2020,"1,882.20",1882.20,1861.00,1866.60,1866.60,233.00
12/21/2020,"1,884.80",1908.00,1869.10,1879.20,1879.20,136.00
12/18/2020,"1,882.40",1889.50,1882.30,1885.70,1885.70,276.00
12/17/2020,"1,874.20",1896.20,1874.20,1887.20,1887.20,414.00
12/16/2020,"1,856.50",1864.70,1850.50,1856.10,1856.10,1090.00
12/15/2020,"1,833.50",1853.60,1833.20,1852.30,1852.30,961.00
12/14/2020,"1,835.50",1835.70,1822.70,1828.70,1828.70,258.00
12/11/2020,"1,838.50",1846.00,1829.10,1839.80,1839.80,109.00
12/10/2020,"1,833.20",1849.10,1828.00,1833.60,1833.60,177.00
12/9/2020,"1,867.10",1867.10,1827.00,1834.60,1834.60,215.00
12/8/2020,"1,863.00",1875.80,1861.80,1870.80,1870.80,121.00
12/7/2020,"1,836.50",1866.90,1820.80,1861.80,1861.80,1427.00
12/4/2020,"1,840.70",1847.60,1828.20,1835.90,1835.90,1213.00
12/3/2020,"1,829.20",1842.00,1825.30,1836.80,1836.80,1765.00
12/2/2020,"1,811.30",1830.00,1807.80,1825.70,1825.70,771.00
12/1/2020,"1,775.00",1815.90,1774.90,1814.10,1814.10,1859.00
11/30/2020,"1,785.00",1787.20,1762.30,1775.70,1775.70,3145.00
11/27/2020,"1,806.10",1817.00,1770.70,1781.90,1781.90,71804.00
11/25/2020,"1,801.40",1805.70,1801.40,1805.70,1805.70,205754.00
11/24/2020,"1,829.30",1829.30,1799.30,1804.80,1804.80,1041.00
11/23/2020,"1,834.80",1837.80,1829.20,1837.80,1837.80,843.00
11/20/2020,"1,871.20",1872.60,1871.20,1872.60,1872.60,1900.00
11/19/2020,"1,865.80",1865.80,1856.00,1861.10,1861.10,59.00
11/18/2020,"1,873.50",1873.50,1873.50,1873.50,1873.50,152.00
11/17/2020,"1,888.40",1888.40,1884.50,1884.50,1884.50,59.00
11/16/2020,"1,874.60",1887.30,1871.00,1887.30,1887.30,6.00
11/13/2020,"1,877.00",1890.10,1876.80,1885.70,1885.70,240.00
11/12/2020,"1,869.00",1878.50,1866.60,1872.60,1872.60,220.00
11/11/2020,"1,878.80",1878.80,1855.50,1860.70,1860.70,222.00
11/10/2020,"1,879.30",1885.30,1871.20,1875.40,1875.40,276.00
11/9/2020,"1,955.60",1963.20,1847.10,1853.20,1853.20,745.00
11/6/2020,"1,940.80",1958.80,1940.80,1950.30,1950.30,304.00
11/5/2020,"1,901.70",1948.00,1901.70,1945.30,1945.30,135.00
11/4/2020,"1,893.80",1907.00,1885.30,1894.60,1894.60,782.00
11/3/2020,"1,891.50",1908.50,1891.50,1908.50,1908.50,712.00
11/2/2020,"1,872.90",1894.70,1872.90,1890.40,1890.40,190.00
10/30/2020,"1,862.80",1886.60,1862.80,1877.40,1877.40,725.00
10/29/2020,"1,876.10",1879.80,1858.80,1865.60,1865.60,240.00
10/28/2020,"1,870.90",1876.20,1870.90,1876.20,1876.20,277.00
10/27/2020,"1,904.60",1908.80,1904.40,1908.80,1908.80,176.00
10/26/2020,"1,895.50",1907.00,1893.50,1902.70,1902.70,242.00
10/23/2020,"1,899.90",1913.30,1896.20,1902.00,1902.00,287.00
10/22/2020,"1,924.30",1924.30,1898.20,1901.10,1901.10,899.00
10/21/2020,"1,913.60",1927.30,1913.60,1924.60,1924.60,1202.00
10/20/2020,"1,901.30",1910.40,1896.10,1910.40,1910.40,329.00
10/19/2020,"1,907.30",1907.80,1899.50,1906.40,1906.40,43.00
10/16/2020,"1,898.50",1900.80,1898.50,1900.80,1900.80,53.00
10/15/2020,"1,897.30",1906.30,1889.60,1903.20,1903.20,254.00
10/14/2020,"1,889.70",1910.80,1882.50,1901.30,1901.30,33.00
10/13/2020,"1,921.90",1922.20,1887.00,1888.50,1888.50,191.00
10/12/2020,"1,924.00",1926.50,1921.60,1922.50,1922.50,96.00
10/9/2020,"1,909.30",1929.10,1905.10,1919.50,1919.50,580.00
10/8/2020,"1,893.00",1893.00,1882.70,1888.60,1888.60,348.00
